show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,classification
s640,TV Show,Wild Russia,Unknown,,2020-01-15,2020.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s","From mountains to desert, volcanoes to ice, explore Russia’s scenic beauty and iconic wildlife.",
s641,Movie,Destino,Monfery Dominique,"France, United States",2020-01-10,2020.0,PG,6.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , R, o, m, a, n, c, e",A collaboration begun in 1945 by Salvador Dalí and Walt Disney.,1.0
s642,Movie,Forky Asks a Question: What is Reading?,Bob Peterson,United States,2020-01-10,2020.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","The energetic Peas-n-a-Pod siblings teach Forky about reading, with a little help from Mr. Spell.",
s643,Movie,Loop,Erica Milsom,United States,2020-01-10,2020.0,PG,12.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y","Adrift on a lake, two kids with different ways of communicating attempt to connect.",1.0
s644,TV Show,Marvel's Runaways,Unknown,United States,2020-01-10,2020.0,TV-14,3.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Six kids learn their parents hide a terrible secret.,
s645,Movie,Aladdin (2019),Guy Ritchie,United States,2020-01-08,2020.0,PG,135.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",From Disney comes the thrilling live-action adaptation of Aladdin.,1.0
s646,Movie,Forky Asks a Question: What is Cheese?,Bob Peterson,United States,2020-01-03,2020.0,TV-G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Buttercup, annoyed with all of Forky’s questions, speed teaches everything there is.",
s647,TV Show,Austin & Ally,Unknown,United States,2020-01-01,2020.0,TV-G,4.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , K, i, d, s","Austin, a musician, and Ally, a songwriter, form a team.",
s648,TV Show,Billy Dilley's Super-Duper Subterranean Summer,Unknown,United States,2020-01-01,2020.0,TV-Y7,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, n, t, a, s, y",Billy and his friends get stuck inside Earth's core.,
s649,Movie,Cars Toon: El Materdor,John Lasseter,United States,2020-01-01,2020.0,TV-G,4.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mater is a famous bulldozer fighter in Spain.,
s650,Movie,Cars Toon: Moon Mater,Rob Gibbs,United States,2020-01-01,2020.0,TV-G,4.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mater’s mission on the moon: rescue the Impala XIII.,
s651,Movie,Cars Toon: Rescue Squad Mater,John Lasseter,United States,2020-01-01,2020.0,TV-Y7,3.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mater is a fire truck that rescues McQueen from a fire,
s652,Movie,Cars Toon: Spinning,Jeremy Lasky,United States,2020-01-01,2020.0,TV-G,2.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Guido discovers his talent as a sign spinner.,
s653,Movie,Cars Toon: Time Travel Mater,Rob Gibbs,United States,2020-01-01,2020.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mater travels back in time to 1909.,
s654,Movie,Cars Toon: Tokyo Mater,John Lasseter,United States,2020-01-01,2020.0,G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Mater is in Tokyo, where he is challenged to a race.",0.0
s655,Movie,Cars Toon: Unidentified Flying Mater,John Lasseter,United States,2020-01-01,2020.0,TV-Y7,4.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mater and Lightning McQueen rescue a UFO named Mator.,
s656,Movie,Cars Toons: Bugged,Jeremy Lasky,United States,2020-01-01,2020.0,TV-G,2.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Red's peaceful morning routine is interrupted by a pesky visitor.,
s657,Movie,Cool Runnings,Jon Turteltaub,United States,2020-01-01,2020.0,PG,99.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Based on the true story of Jamaican bobsledders at the Winter Olympics.,1.0
s658,Movie,Drain Alcatraz,Wayne Abbott,United States,2020-01-01,2020.0,TV-PG,47.0,"D, o, c, u, m, e, n, t, a, r, y",Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets.,
s659,Movie,Drain The Bermuda Triangle,Jobim Sampson,United States,2020-01-01,2020.0,TV-PG,45.0,"D, o, c, u, m, e, n, t, a, r, y",Explore the Bermuda Triangle by draining the water to see what lies beneath the surface.,
s660,Movie,Drain The Great Lakes,"Crispin Sadler, Wayne Abbott","United Kingdom, Canada, United States",2020-01-01,2020.0,TV-PG,45.0,"D, o, c, u, m, e, n, t, a, r, y",This groundbreaking television program pulls a virtual plug on the huge lakes.,
s661,Movie,Drain The Ocean: WWII,Mike Slee,United States,2020-01-01,2020.0,TV-PG,44.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.,
s662,Movie,Drain The Sunken Pirate City,Sophie Harris,United Kingdom,2020-01-01,2020.0,TV-14,48.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.,
s663,Movie,Drain The Titanic,Jobim Sampson,"United Kingdom, Canada, United States",2020-01-01,2020.0,TV-PG,45.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",We reveal the most famous ship wreck site by virtually draining the Titanic.,
s664,TV Show,First Class Chefs: Family Style,Unknown,,2020-01-01,2020.0,TV-Y7,1.0,"F, a, m, i, l, y, ,,  , G, a, m, e,  , S, h, o, w,  , /,  , C, o, m, p, e, t, i, t, i, o, n",First Class Chefs: Family Style is a cooking competition for the whole family!,
s665,Movie,Hacksaw,Larry Lansburgh,United States,2020-01-01,2020.0,TV-PG,89.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, p, o, r, t, s",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.,
s666,Movie,Holes,Andrew Davis,United States,2020-01-01,2020.0,PG,119.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",The Yelnats family curse lands young Stanley at Camp Green Lake.,1.0
s667,Movie,Marvel 75 Years: From Pulp to Pop!,Zak Knutson,United States,2020-01-01,2020.0,TV-PG,42.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",See how Marvel became the top super hero storyteller in special interviews.,
s668,Movie,Marvel Rising: Battle of The Bands,Unknown,United States,2020-01-01,2020.0,TV-Y7,23.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , S, u, p, e, r, h, e, r, o",Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage.,
s669,TV Show,One Strange Rock,Unknown,United States,2020-01-01,2020.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y","Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth",
s670,TV Show,Out There with Jack Randall,Unknown,,2020-01-01,2020.0,TV-14,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s",Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth.,
s671,Movie,Super Rhino,Nathan Greno,United States,2020-01-01,2020.0,G,4.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico.,0.0
s672,TV Show,The Proud Family,Unknown,United States,2020-01-01,2020.0,TV-G,2.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e","Follow the adventures of Penny, a typical African American girl navigating through teen-dom.",
s673,TV Show,The Super Hero Squad,Unknown,United States,2020-01-01,2020.0,TV-Y7,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad.,
s674,TV Show,Year Million,Unknown,United States,2020-01-01,2020.0,TV-PG,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","Explore what human life might be like, one million years into the future.",
s675,Movie,Forky Asks a Question: What is a Pet?,Bob Peterson,United States,2019-12-27,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Forky meets Rib Tickles, and is schooled on the dangers of law enforcement.",
s676,Movie,Star Wars: The Last Jedi (Episode VIII),Rian Johnson,United States,2019-12-26,2019.0,PG-13,152.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",New heroes and galactic legends join to unlock mysteries of the Force.,2.0
s677,Movie,Forky Asks a Question: What is a Leader?,Bob Peterson,United States,2019-12-20,2019.0,TV-G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!",
s678,Movie,George of the Jungle 2,David Grossman,"United States, Australia",2019-12-20,2019.0,PG,89.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","George must rescue his family, then save the jungle from becoming mulch.",1.0
s679,Movie,High School Musical: The Musical: The Series: The Special,Clayton Cogswell,United States,2019-12-20,2019.0,TV-G,23.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, o, c, u, m, e, n, t, a, r, y, ,,  , D, r, a, m, a",An exclusive look into the making of High School Musical: The Musical: The Series.,
s680,TV Show,Pick of the Litter,Unknown,United States,2019-12-20,2019.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind.,
s681,Movie,Togo,Ericson Core,United States,2019-12-20,2019.0,PG,117.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , F, a, m, i, l, y",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.,1.0
s682,Movie,Forky Asks a Question: What is a Computer?,Bob Peterson,United States,2019-12-13,2019.0,TV-G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Trixie explains to Forky what a computer does as they experience the common stresses of technology.,
s683,Movie,Wind,Edwin Chang,United States,2019-12-13,2019.0,G,9.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life.",0.0
s684,Movie,Forky Asks a Question: What is Love?,Bob Peterson,United States,2019-12-06,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.,
s685,TV Show,One Day at Disney (Shorts),Unknown,,2019-12-06,2019.0,TV-PG,1.0,"A, n, t, h, o, l, o, g, y, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Meet the diverse group of people behind some of Disney’s most magical stories.,
s686,Movie,Marvel Studios' Thor: Ragnarok,Taika Waititi,United States,2019-12-05,2019.0,PG-13,132.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, n, t, a, s, y",Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands.,2.0
s687,TV Show,Disney The Lion Guard,Unknown,United States,2019-12-03,2019.0,TV-Y,3.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",The Lion Guard has assembled and now they will DEFEND!,
s688,Movie,One Day at Disney,Fritz Mitchell,United States,2019-12-03,2019.0,TV-PG,62.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",Discover the inspiring personal stories of the people behind the enduring magic of Disney.,
s689,TV Show,Disney Star vs. the Forces of Evil,Unknown,United States,2019-12-01,2019.0,TV-Y7,4.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Star battles villains throughout the multiverse.,
s690,Movie,Expedition Amelia,Chad Cohen,United States,2019-12-01,2019.0,TV-PG,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance.,
s691,Movie,Glory Road,James Gartner,United States,2019-12-01,2019.0,PG,119.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, r, a, m, a, ,,  , S, p, o, r, t, s",The story of the first all African-American college basketball team.,1.0
s692,TV Show,Henry Hugglemonster,Unknown,"Ireland, United Kingdom, United States, South Korea, Canada",2019-12-01,2019.0,TV-Y,2.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y, ,,  , K, i, d, s",Hugglemonsters always find a way!,
s693,Movie,Incredible! The Story of Dr. Pol,Unknown,,2019-12-01,2019.0,TV-14,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, o, c, u, m, e, n, t, a, r, y",Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies.,
s694,Movie,Marvel Rising: Chasing Ghosts,Unknown,United States,2019-12-01,2019.0,TV-Y7-FV,24.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , S, u, p, e, r, h, e, r, o",Ghost-Spider teams up with the Secret Warriors.,
s695,Movie,Marvel Rising: Heart of Iron,Unknown,United States,2019-12-01,2019.0,TV-Y7,46.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",Ironheart joins the Secret Warriors to defend Earth.,
s696,TV Show,Miles From Tomorrowland,Unknown,United States,2019-12-01,2019.0,TV-Y,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Blastastic! Join Miles and his family in outer space!,
s697,TV Show,Sheriff Callie's Wild West,Unknown,"United States, South Korea, France",2019-12-01,2019.0,TV-Y,2.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s, ,,  , W, e, s, t, e, r, n",Come and see how the West was fun with Sheriff Callie!,
s698,TV Show,Supercar Megabuild,Unknown,United States,2019-12-01,2019.0,TV-PG,2.0,"B, u, d, d, y, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , L, i, f, e, s, t, y, l, e",A team of top car mechanics create awesome supercar megabuilds.,
s699,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,Unknown,,2019-12-01,2019.0,TV-PG,42.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.,
s700,Movie,Coco,Lee Unkrich,United States,2019-11-29,2019.0,PG,105.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Miguel journeys to the magical land of his ancestors.,1.0
s701,Movie,Coco (in Spanish),Lee Unkrich,,2019-11-29,2019.0,PG,105.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Miguel journeys to the magical land of his ancestors.,1.0
s702,Movie,Forky Asks a Question: What is Time?,Bob Peterson,United States,2019-11-29,2019.0,TV-G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.,
s703,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,Hamish Hamilton,United States,2019-11-27,2019.0,TV-PG,84.0,"C, o, n, c, e, r, t,  , F, i, l, m, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Live musical performances by a star-studded cast are interwoven into the original feature film.,
s704,Movie,Forky Asks a Question: What is Art?,Bob Peterson,United States,2019-11-22,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,
s705,TV Show,Mickey Mouse Roadster Racers,Unknown,,2019-11-20,2019.0,TV-Y,2.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s, ,,  , S, p, o, r, t, s",The Sensational Six race roadsters around the world!,
s706,Movie,"Happy Birthday, Mickey!",Unknown,,2019-11-18,2019.0,TV-G,2.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , D, a, n, c, e","Celebrating Mickey, the world’s most beloved character.",
s707,Movie,Forky Asks a Question: What is a Friend?,Bob Peterson,United States,2019-11-15,2019.0,TV-G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.,
s708,Movie,10 Things I Hate About You,Gil Junger,United States,2019-11-12,2019.0,PG-13,98.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , R, o, m, a, n, c, e","Cameron falls for the girl of his dreams, but she is forbidden to date.",2.0
s709,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi",United States,2019-11-12,2019.0,G,81.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Cruella De Vil dognaps all of the Dalmatian puppies in London.,0.0
s710,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith",United States,2019-11-12,2019.0,G,77.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,0.0
s711,Movie,102 Dalmatians,Kevin Lima,"United States, United Kingdom",2019-11-12,2019.0,G,104.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , F, a, m, i, l, y","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",0.0
s712,Movie,12 Dates of Christmas,James Hayman,United States,2019-11-12,2019.0,TV-PG,88.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","Setup on a Christmas Eve date, a woman must relive the date over and over.",
s713,Movie,"20,000 Leagues Under the Sea",Richard Fleischer,United States,2019-11-12,2019.0,G,127.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,0.0
s714,Movie,A Bug's Life,John Lasseter,United States,2019-11-12,2019.0,G,98.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Flik goes in search of warriors to help battle the villainous grasshoppers.,0.0
s715,Movie,A Goofy Movie,Kevin Lima,"United States, Australia, France, Canada",2019-11-12,2019.0,G,81.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Goofy and Max hit the road and get up to their floppy ears in misadventure.,0.0
s716,Movie,A Kid in King Arthur's Court,Michael Gottlieb,"United States, Hungary, United Kingdom",2019-11-12,2019.0,PG,90.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",A mysterious earthquake sends a teenage boy back into medieval times.,1.0
s717,Movie,A Knight for a Day,Jack Hannah,United States,2019-11-12,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",
s718,Movie,A Ring of Endless Light,Greg Beeman,United States,2019-11-12,2019.0,TV-G,88.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , R, o, m, a, n, c, e",Teenager Vicky Austin discovers that she can communicate with dolphins.,
s719,Movie,Aladdin (1992),"Ron Clements, John Musker",United States,2019-11-12,2019.0,G,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",0.0
s720,Movie,Aladdin and the King of Thieves,Tad Stones,United States,2019-11-12,2019.0,G,86.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,0.0
s721,Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove",United States,2019-11-12,2019.0,G,71.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Aladdin and his friends defend Agrabah from Jafar's malice.,0.0
s722,Movie,Alice in Wonderland,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson",United States,2019-11-12,2019.0,G,79.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Join Alice as she chases the White Rabbit into a topsy-turvy world.,0.0
s723,Movie,Aliens of the Deep,"James Cameron, Steven Quale",United States,2019-11-12,2019.0,G,100.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",James Cameron teams up with NASA scientists to explore undersea life.,0.0
s724,Movie,Alley Cats Strike!,Rod Daniel,"United States, Canada",2019-11-12,2019.0,TV-G,87.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , S, p, o, r, t, s",Four outcast teens with a love of bowling are thrust into the spotlight.,
s725,Movie,Almost Angels,Steve Previn,United States,2019-11-12,2019.0,TV-PG,90.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,
s726,Movie,America's Heart & Soul,Louie Schwartzberg,United States,2019-11-12,2019.0,PG,88.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",Journey across the U.S. to meet ordinary people living extraordinary lives.,1.0
s727,Movie,Amy,Vincent McEveety,United States,2019-11-12,2019.0,G,100.0,"D, r, a, m, a, ,,  , F, a, m, i, l, y",A young woman takes a job as a teacher in a backwoods school for the deaf.,0.0
s728,Movie,An Extremely Goofy Movie,Douglas McCarthy,"United States, Australia",2019-11-12,2019.0,G,81.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Goofy shows up to finish college alongside his son Max.,0.0
s729,TV Show,Andi Mack,Unknown,United States,2019-11-12,2019.0,TV-G,3.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a","Andi's life is shaken by her sister, Bex's, surprise.",
s730,Movie,Annie,Rob Marshall,United States,2019-11-12,2019.0,TV-PG,91.0,"D, r, a, m, a, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c, a, l",Annie escapes a “hard-knock life” and finds a bighearted billionaire.,
s731,Movie,Apollo: Missions To The Moon,Tom Jennings,United States,2019-11-12,2019.0,TV-PG,95.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y, ,,  , H, i, s, t, o, r, i, c, a, l","With rare archival footage, this film sheds new light on an incredible time in human history.",
s732,Movie,Atlantis Rising,Simcha Jacobovici,Canada,2019-11-12,2019.0,TV-PG,94.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,
s733,Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook",United States,2019-11-12,2019.0,G,83.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Explorers emerge from below the sea to solve threatening mysteries above.,0.0
s734,Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise",United States,2019-11-12,2019.0,PG,98.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Brave explorers venture under the sea seeking legendary Atlantis.,1.0
s735,Movie,Auntie Edna,Ted Mathot,United States,2019-11-12,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Has famous fashionista Edna Mode met her match in Jack-Jack?,
s736,Movie,Avatar,James Cameron,United States,2019-11-12,2019.0,PG-13,162.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,2.0
s737,Movie,Babes in the Woods,Burt Gillett,United States,2019-11-12,2019.0,TV-Y7,8.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Two children wander the forest and get lured into a witch's house. See details for advisory.,
